complaint_id,hop_number,account_id,bank_ifsc,amount_at_this_hop,hop_timestamp,hop_city,is_final_hop,withdrawal_lat,withdrawal_lon,was_cash_withdrawn
CMP00028,4,ACC106620,SYNTH0005313,64900,2026-08-19 06:13:02.663598,Hyderabad,False,,,
CMP00028,5,ACC833968,FAKE0004083,63700,2026-08-19 06:33:02.663598,Pune,False,,,
CMP00028,6,ACC270313,MOCK0005861,61300,2026-08-19 06:58:02.663598,Pune,False,,,
CMP00028,7,ACC771712,DEMO0005111,61300,2026-08-19 08:16:02.663598,Hyderabad,True,17.397118,78.465541,True
CMP00029,1,ACC376659,MOCK0008536,31200,2026-09-02 08:53:04.663609,Kolkata,False,,,
CMP00029,2,ACC492435,FAKE0004043,29400,2026-09-02 09:45:04.663609,Delhi,False,,,
CMP00029,3,ACC988736,FAKE0009881,29400,2026-09-02 10:18:04.663609,Kolkata,True,22.585117,88.365144,True
CMP00030,1,ACC343060,SYNTH0001831,40100,2026-08-21 22:45:36.663620,Lucknow,False,,,
CMP00030,2,ACC177775,MOCK0002369,40100,2026-08-21 23:52:36.663620,Ahmedabad,True,23.006934,72.576265,True
CMP00031,1,ACC783176,MOCK0002349,32200,2026-08-07 09:44:17.663630,Jaipur,False,,,
CMP00031,2,ACC910883,FAKE0002072,30700,2026-08-07 09:58:17.663630,Hyderabad,False,,,
CMP00031,3,ACC818699,FAKE0004368,29500,2026-08-07 10:26:17.663630,Pune,False,,,
CMP00031,4,ACC777968,FAKE0003519,27500,2026-08-07 11:36:17.663630,Patna,False,,,
CMP00031,5,ACC139726,FAKE0003916,27100,2026-08-07 11:41:17.663630,Lucknow,False,,,
CMP00031,6,ACC371212,DEMO0007626,27100,2026-08-07 12:15:17.663630,Pune,True,18.5314,73.844149,True
CMP00032,1,ACC564053,FAKE0003897,254300,2026-08-10 16:46:15.663642,Patna,False,,,
CMP00032,2,ACC840356,DEMO0003203,254300,2026-08-10 17:59:15.663642,Jaipur,True,26.928368,75.758725,True
CMP00033,1,ACC722246,MOCK0005046,52300,2026-08-28 00:12:36.663653,Jaipur,False,,,
CMP00033,2,ACC792837,FAKE0003468,50000,2026-08-28 01:23:36.663653,Jaipur,False,,,
CMP00033,3,ACC829736,DEMO0009746,46200,2026-08-28 02:15:36.663653,Patna,False,,,
CMP00033,4,ACC702665,SYNTH0006303,43100,2026-08-28 03:06:36.663653,Jaipur,False,,,
CMP00033,5,ACC746701,MOCK0003662,43100,2026-08-28 04:05:36.663653,Patna,True,25.580337,85.107082,True
CMP00034,1,ACC703396,MOCK0004631,21900,2026-08-22 23:04:32.663666,Bengaluru,False,,,
CMP00034,2,ACC655473,TEST0002674,20700,2026-08-23 00:34:32.663666,Bengaluru,False,,,
CMP00034,3,ACC211369,DEMO0007049,19700,2026-08-23 01:04:32.663666,Ahmedabad,False,,,
CMP00034,4,ACC777192,TEST0007328,19700,2026-08-23 01:52:32.663666,Bengaluru,True,12.943007,77.597314,True
CMP00035,1,ACC957103,MOCK0004004,106300,2026-08-22 04:12:04.663677,Kolkata,False,,,
CMP00035,2,ACC756805,DEMO0003336,98900,2026-08-22 05:09:04.663677,Patna,False,,,
CMP00035,3,ACC649969,TEST0001660,92200,2026-08-22 06:30:04.663677,Kolkata,False,,,
CMP00035,4,ACC681467,MOCK0008330,92200,2026-08-22 06:46:04.663677,Kolkata,True,22.55489,88.326057,True
CMP00036,1,ACC538967,DEMO0004860,18000,2026-08-06 13:51:08.663688,Ahmedabad,False,,,
CMP00036,2,ACC513982,FAKE0009226,16700,2026-08-06 14:53:08.663688,Lucknow,False,,,
CMP00036,3,ACC226124,DEMO0003832,15400,2026-08-06 16:08:08.663688,Bengaluru,False,,,
CMP00036,4,ACC232315,FAKE0008133,15200,2026-08-06 16:31:08.663688,Hyderabad,False,,,
CMP00036,5,ACC974625,TEST0002097,14400,2026-08-06 16:58:08.663688,Bengaluru,False,,,
CMP00036,6,ACC516656,TEST0009514,14400,2026-08-06 17:11:08.663688,Lucknow,True,26.861298,80.937218,True
CMP00037,1,ACC793618,FAKE0009955,62700,2026-08-24 07:12:25.663699,Pune,False,,,
CMP00037,2,ACC661097,FAKE0008393,62700,2026-08-24 08:05:25.663699,Pune,True,18.549728,73.865941,True
CMP00038,1,ACC309794,TEST0002347,14200,2026-08-10 22:53:47.663710,Kolkata,False,,,
CMP00038,2,ACC641448,SYNTH0007722,13300,2026-08-10 23:09:47.663710,Kolkata,False,,,
CMP00038,3,ACC373342,MOCK0006367,13000,2026-08-10 23:51:47.663710,Bengaluru,False,,,
CMP00038,4,ACC534631,DEMO0007182,12500,2026-08-11 00:29:47.663710,Kolkata,False,,,
CMP00038,5,ACC124085,MOCK0004747,11600,2026-08-11 01:44:47.663710,Kolkata,False,,,
CMP00038,6,ACC374499,SYNTH0001815,10900,2026-08-11 01:57:47.663710,Hyderabad,False,,,
CMP00038,7,ACC256501,TEST0003787,10900,2026-08-11 02:50:47.663710,Pune,True,18.512961,73.891093,True
CMP00039,1,ACC461172,FAKE0001137,16400,2026-08-29 14:11:01.663721,Pune,False,,,
CMP00039,2,ACC749860,MOCK0003285,16100,2026-08-29 14:50:01.663721,Delhi,False,,,
CMP00039,3,ACC675617,DEMO0002137,15800,2026-08-29 16:02:01.663721,Bengaluru,False,,,
CMP00039,4,ACC762224,TEST0001293,15800,2026-08-29 17:24:01.663721,Delhi,True,28.593021,77.261238,False
CMP00040,1,ACC571955,FAKE0001934,63200,2026-08-14 11:11:55.663732,Bengaluru,False,,,
CMP00040,2,ACC108328,FAKE0005762,63200,2026-08-14 11:44:55.663732,Ahmedabad,True,23.033423,72.601166,True
CMP00041,1,ACC852204,TEST0005217,100300,2026-08-16 05:58:51.663743,Mumbai,False,,,
CMP00041,2,ACC666693,MOCK0004845,94300,2026-08-16 06:02:51.663743,Lucknow,False,,,
CMP00041,3,ACC631562,MOCK0002268,90400,2026-08-16 06:48:51.663743,Mumbai,False,,,
CMP00041,4,ACC698071,DEMO0002169,87100,2026-08-16 07:20:51.663743,Mumbai,False,,,
CMP00041,5,ACC396835,TEST0006902,85400,2026-08-16 08:44:51.663743,Mumbai,False,,,
CMP00041,6,ACC593549,TEST0001510,85400,2026-08-16 09:28:51.663743,Lucknow,True,26.858974,80.964572,False
CMP00042,1,ACC310105,SYNTH0002120,60100,2026-08-12 05:00:59.663753,Ahmedabad,False,,,
CMP00042,2,ACC598833,DEMO0006425,56600,2026-08-12 05:45:59.663753,Ahmedabad,False,,,
CMP00042,3,ACC746030,TEST0003658,54800,2026-08-12 07:01:59.663753,Jaipur,False,,,
CMP00042,4,ACC620021,FAKE0004654,53400,2026-08-12 07:16:59.663753,Delhi,False,,,
CMP00042,5,ACC754227,DEMO0006431,53400,2026-08-12 08:46:59.663753,Ahmedabad,True,23.00454,72.593773,True
CMP00043,1,ACC266316,FAKE0009534,47200,2026-08-08 02:29:45.663764,Lucknow,False,,,
CMP00043,2,ACC769536,TEST0001853,45700,2026-08-08 02:46:45.663764,Pune,False,,,
CMP00043,3,ACC218414,DEMO0006316,44500,2026-08-08 04:13:45.663764,Pune,False,,,
CMP00043,4,ACC389511,DEMO0004982,42200,2026-08-08 04:16:45.663764,Pune,False,,,
CMP00043,5,ACC821846,TEST0002466,42200,2026-08-08 04:19:45.663764,Kolkata,True,22.57251,88.334941,True
CMP00044,1,ACC547798,TEST0005254,40400,2026-08-08 21:00:06.663775,Jaipur,False,,,
CMP00044,2,ACC236014,DEMO0009514,40400,2026-08-08 22:09:06.663775,Lucknow,True,26.84765,80.949201,True
CMP00045,1,ACC524067,SYNTH0001879,15100,2026-08-29 12:51:59.663786,Pune,False,,,
CMP00045,2,ACC244649,FAKE0003281,14700,2026-08-29 13:05:59.663786,Jaipur,False,,,
CMP00045,3,ACC259601,SYNTH0009410,13600,2026-08-29 14:16:59.663786,Ahmedabad,False,,,
CMP00045,4,ACC101183,DEMO0003305,13600,2026-08-29 15:15:59.663786,Pune,True,18.545083,73.854801,True
CMP00046,1,ACC583887,DEMO0006836,28800,2026-08-27 05:34:01.663797,Lucknow,False,,,
CMP00046,2,ACC299559,TEST0008722,27800,2026-08-27 06:43:01.663797,Patna,False,,,
CMP00046,3,ACC945324,MOCK0004578,27800,2026-08-27 06:45:01.663797,Patna,True,25.580998,85.141409,True
CMP00047,1,ACC883438,TEST0001348,36700,2026-08-22 03:51:49.663807,Delhi,False,,,
CMP00047,2,ACC514708,FAKE0009508,35200,2026-08-22 04:36:49.663807,Delhi,False,,,
CMP00047,3,ACC882597,FAKE0001690,34500,2026-08-22 06:06:49.663807,Delhi,False,,,
CMP00047,4,ACC645528,TEST0007399,32000,2026-08-22 06:32:49.663807,Mumbai,False,,,
CMP00047,5,ACC899786,SYNTH0008465,31600,2026-08-22 07:24:49.663807,Bengaluru,False,,,
CMP00047,6,ACC881358,SYNTH0004581,31600,2026-08-22 07:35:49.663807,Delhi,True,28.66143,77.207483,True
CMP00048,1,ACC192744,TEST0007791,133700,2026-08-10 06:14:31.663819,Patna,False,,,
CMP00048,2,ACC308936,DEMO0005742,130600,2026-08-10 06:38:31.663819,Hyderabad,False,,,
CMP00048,3,ACC975126,DEMO0008593,123900,2026-08-10 07:50:31.663819,Jaipur,False,,,
CMP00048,4,ACC102565,TEST0008742,123900,2026-08-10 08:20:31.663819,Bengaluru,True,13.023809,77.59111,True
CMP00049,1,ACC537420,SYNTH0001466,72000,2026-08-10 07:30:50.663830,Jaipur,False,,,
CMP00049,2,ACC169966,TEST0008872,72000,2026-08-10 07:47:50.663830,Kolkata,True,22.600305,88.337902,True
CMP00050,1,ACC343889,DEMO0003525,14400,2026-08-27 12:56:48.663843,Patna,False,,,
CMP00050,2,ACC966824,TEST0003947,13600,2026-08-27 14:20:48.663843,Hyderabad,False,,,
CMP00050,3,ACC179689,TEST0009427,13100,2026-08-27 14:27:48.663843,Hyderabad,False,,,
CMP00050,4,ACC456140,SYNTH0002752,13100,2026-08-27 14:32:48.663843,Ahmedabad,True,22.96153,72.568043,True
CMP00051,1,ACC251631,FAKE0007874,70800,2026-08-08 18:34:43.663863,Hyderabad,False,,,
CMP00051,2,ACC905967,TEST0003960,65300,2026-08-08 19:15:43.663863,Bengaluru,False,,,
CMP00051,3,ACC103704,TEST0001200,61800,2026-08-08 19:32:43.663863,Pune,False,,,
CMP00051,4,ACC669902,MOCK0009084,57700,2026-08-08 20:32:43.663863,Kolkata,False,,,
CMP00051,5,ACC791505,DEMO0008239,55200,2026-08-08 21:04:43.663863,Bengaluru,False,,,
CMP00051,6,ACC356600,TEST0004401,55200,2026-08-08 21:16:43.663863,Delhi,True,28.626971,77.194657,False
CMP00052,1,ACC871740,SYNTH0005877,36900,2026-08-05 20:13:47.663874,Bengaluru,False,,,
CMP00052,2,ACC465509,FAKE0008193,34300,2026-08-05 20:19:47.663874,Delhi,False,,,
CMP00052,3,ACC320073,MOCK0006744,32000,2026-08-05 20:36:47.663874,Pune,False,,,
CMP00052,4,ACC746081,SYNTH0004390,31400,2026-08-05 21:56:47.663874,Hyderabad,False,,,
CMP00052,5,ACC394739,SYNTH0006302,29800,2026-08-05 22:05:47.663874,Ahmedabad,False,,,
CMP00052,6,ACC380329,MOCK0002560,29800,2026-08-05 22:44:47.663874,Delhi,True,28.638508,77.20365,False
CMP00053,1,ACC800420,MOCK0008098,29300,2026-09-02 23:02:31.663885,Patna,False,,,
CMP00053,2,ACC736907,DEMO0008978,28000,2026-09-03 00:25:31.663885,Patna,False,,,
CMP00053,3,ACC260281,FAKE0004436,26600,2026-09-03 00:44:31.663885,Jaipur,False,,,
CMP00053,4,ACC383431,TEST0006206,25400,2026-09-03 01:32:31.663885,Patna,False,,,
CMP00053,5,ACC890113,DEMO0005901,23800,2026-09-03 01:39:31.663885,Jaipur,False,,,
CMP00053,6,ACC700872,SYNTH0005115,23000,2026-09-03 02:46:31.663885,Delhi,False,,,
CMP00053,7,ACC453141,MOCK0001739,23000,2026-09-03 04:14:31.663885,Patna,True,25.580705,85.094916,True
CMP00054,1,ACC542412,DEMO0001173,85500,2026-08-19 23:51:15.663897,Mumbai,False,,,
CMP00054,2,ACC506582,TEST0008020,85500,2026-08-20 01:09:15.663897,Jaipur,True,26.902606,75.76424,True
CMP00055,1,ACC165971,MOCK0003346,129600,2026-08-23 05:14:54.663909,Delhi,False,,,
CMP00055,2,ACC419678,FAKE0007179,129600,2026-08-23 06:38:54.663909,Delhi,True,28.638915,77.192234,True
CMP00056,1,ACC724299,DEMO0006554,112700,2026-08-30 17:55:26.663920,Ahmedabad,False,,,
CMP00056,2,ACC557529,MOCK0001452,104900,2026-08-30 18:41:26.663920,Mumbai,False,,,
CMP00056,3,ACC372285,SYNTH0008812,102800,2026-08-30 19:13:26.663920,Ahmedabad,False,,,
CMP00056,4,ACC577565,SYNTH0001977,96500,2026-08-30 19:41:26.663920,Hyderabad,False,,,
CMP00056,5,ACC774721,FAKE0002743,96500,2026-08-30 20:05:26.663920,Mumbai,True,19.094605,72.873169,True
CMP00057,1,ACC436467,TEST0005532,26400,2026-08-09 01:36:11.663931,Pune,False,,,
CMP00057,2,ACC562543,TEST0003446,24900,2026-08-09 02:46:11.663931,Mumbai,False,,,
CMP00057,3,ACC115997,MOCK0009422,23000,2026-08-09 03:08:11.663931,Mumbai,False,,,
CMP00057,4,ACC467335,TEST0003319,21900,2026-08-09 03:23:11.663931,Mumbai,False,,,
CMP00057,5,ACC174703,TEST0009856,21200,2026-08-09 04:01:11.663931,Hyderabad,False,,,
CMP00057,6,ACC130401,FAKE0002735,21200,2026-08-09 04:59:11.663931,Mumbai,True,19.045356,72.841091,True
CMP00058,1,ACC532876,TEST0007152,39200,2026-08-11 20:03:24.663943,Bengaluru,False,,,
CMP00058,2,ACC351262,MOCK0004874,36700,2026-08-11 20:20:24.663943,Bengaluru,False,,,
CMP00058,3,ACC503752,TEST0001993,33900,2026-08-11 21:25:24.663943,Ahmedabad,False,,,
CMP00058,4,ACC168637,DEMO0004829,32400,2026-08-11 22:07:24.663943,Patna,False,,,
CMP00058,5,ACC714646,SYNTH0003057,32400,2026-08-11 22:11:24.663943,Bengaluru,True,12.985351,77.570391,True
CMP00059,1,ACC295652,SYNTH0007046,70100,2026-08-22 01:34:14.663954,Delhi,False,,,
CMP00059,2,ACC408106,FAKE0002386,68500,2026-08-22 02:19:14.663954,Hyderabad,False,,,
CMP00059,3,ACC531165,TEST0009404,64000,2026-08-22 03:21:14.663954,Bengaluru,False,,,
CMP00059,4,ACC629757,FAKE0004700,64000,2026-08-22 04:36:14.663954,Ahmedabad,True,22.975621,72.574276,False
CMP00060,1,ACC934739,MOCK0001612,121400,2026-08-14 08:55:33.663968,Ahmedabad,False,,,
CMP00060,2,ACC815520,FAKE0004794,116300,2026-08-14 09:34:33.663968,Ahmedabad,False,,,
